;idequipos;modelo;area;marca;nombre_sede;categoria;fecha_registro;fecha_mant;observaciones
840;1159;GRA 30L;Esterilización;STEAM MEDICAL;Sardinata;Autoclave;24/03/2020;11/12/2020 14:26;Equipo funcional
841;1159;GRA 30L;Esterilización;STEAM MEDICAL;Sardinata;Autoclave;24/03/2020;29/04/2021 15:16;Equipo funcional
842;1899;GRA 30L;Esterilización;STEAM MEDICAL;Puerto Santander;Autoclave;28/07/2020;19/01/2021 13:50;Electrovalvula y Switche de encendido sin funcionamiento, equipo requiere ser enviado a laboratorio de mantenimiento para realizar el respectivo correctivo
843;30;SUNLITE 1275;Odontología;FEN  ;Las Mercedes;Lampara de Fotocurado;4/06/2019;11/12/2020 20:48;Funcionando correctamente
844;30;SUNLITE 1275;Odontología;FEN  ;Las Mercedes;Lampara de Fotocurado;4/06/2019;28/04/2021 11:03;Funciona correctamente
845;278;SUNLITE 1275;Unidad 3;FEN  ;Pamplona;Lampara de Fotocurado;11/12/2019;20/04/2020 19:18;Equipo funcionando correctamente
846;486;SUNLITE 1275;Odontología;FEN  ;CHITAGÁ;Lampara de Fotocurado;16/12/2019;31/03/2021 14:48;Equipo en buen estado 
847;486;SUNLITE 1275;Odontología;FEN  ;CHITAGÁ;Lampara de Fotocurado;16/12/2019;2/06/2021 9:10;Equipo funcionando correctamente 
848;522;SUNLITE 1275;Odontología;FEN  ;CUCUTILLA;Lampara de Fotocurado;16/12/2019;25/08/2020 8:48;Funciona 10 segundos independiente de lo programado
849;522;SUNLITE 1275;Odontología;FEN  ;CUCUTILLA;Lampara de Fotocurado;16/12/2019;25/03/2021 23:42;Equipo funcionando correctamente 
850;1154;SUNLITE 1275;Odontología;FEN  ;Bucarasica;Lampara de Fotocurado;18/03/2020;11/12/2020 5:59;Funciona correctamente
851;1154;SUNLITE 1275;Odontología;FEN  ;Bucarasica;Lampara de Fotocurado;18/03/2020;27/04/2021 11:27;Funciona Correctamente
852;1215;SUNLITE 1275;Odontología;FEN  ;PAMPLONITA;Lampara de Fotocurado;25/03/2020;25/08/2020 18:17;Funciona 12 segundos independientemente del tiempo programado
853;1215;SUNLITE 1275;Odontología;FEN  ;PAMPLONITA;Lampara de Fotocurado;25/03/2020;29/01/2021 11:28;equipo funcionando correctamente
854;1215;SUNLITE 1275;Odontología;FEN  ;PAMPLONITA;Lampara de Fotocurado;25/03/2020;29/07/2021 11:37;El equipo funciona correctamente 
855;2861;SUNLITE 1275;Odontología;FEN  ;Villa Caro;Lampara de Fotocurado;1/03/2021;23/02/2021 16:25;funciona correctamente
;;;;;;;;;
859;112;ESTANDAR;Odontología;TEXVO;Bucarasica;Unidad Odontología;26/06/2019;27/04/2021 12:49;Funciona Correctamente
860;625;ESTANDAR;Odontología;TEXVO;Tibú;Unidad Odontología;24/01/2020;1/02/2020 15:54;Funciona correctamente 
861;625;ESTANDAR;Odontología;TEXVO;Tibú;Unidad Odontología;24/01/2020;23/06/2020 17:25;Funciona correctamente
862;625;ESTANDAR;Odontología;TEXVO;Tibú;Unidad Odontología;24/01/2020;22/10/2020 12:47;Requiere cambio de holder (3) y acople Borden (3) , requiere cambio de jeringa triple
;;;;;;;;;
"funciona correctamente""";;;;;;;;;
867;626;ESTANDAR;Odontología;TEXVO;Tibú;Unidad Odontología;24/01/2020;22/10/2020 12:31;Requiere cambio de jeringa triple 
868;626;ESTANDAR;Odontología;TEXVO;Tibú;Unidad Odontología;24/01/2020;25/02/2021 15:23;Requiere cambio de regulador de presión de unidad
869;626;ESTANDAR;Odontología;TEXVO;Tibú;Unidad Odontología;24/01/2020;24/06/2021 16:31;Funciona correctamente
870;801;ESTANDAR;Odontología;TEXVO;La Gabarra;Unidad Odontología;29/01/2020;27/01/2021 21:41;Requiere cambio de valvula paso De agua por medio de aire para servicio de alta ya que presenta fuga.
871;801;ESTANDAR;Odontología;TEXVO;La Gabarra;Unidad Odontología;29/01/2020;26/05/2021 10:51;Funciona correctamente
872;1780;ESTANDAR;Odontología;TEXVO;El Tarra;Unidad Odontología;9/06/2020;17/03/2021 11:30;Equipo no cuenta con suministro de agua constante, se procede a realizar conexión para trabajar solo con agua de reservorio se realiza arreglo de lámpara y ductos de aire que presentaban fugas.
Equipo requiere  cambio de holder automatico (3) ;;;;;;;;;
"Equipo funciona con normalidad """;;;;;;;;;
873;623;ESTÁNDAR;Odontología;TEXVO;Tibú;Unidad Odontológica Portátil;24/01/2020;1/02/2020 12:55;Funciona correctamente 
874;623;ESTÁNDAR;Odontología;TEXVO;Tibú;Unidad Odontológica Portátil;24/01/2020;23/06/2020 17:33;Funciona correctamente
875;623;ESTÁNDAR;Odontología;TEXVO;Tibú;Unidad Odontológica Portátil;24/01/2020;25/02/2021 16:29;Funciona correctamente
876;623;ESTÁNDAR;Odontología;TEXVO;Tibú;Unidad Odontológica Portátil;24/01/2020;24/06/2021 22:36;Funciona correctamente
877;624;ESTÁNDAR;Odontología;TEXVO;Tibú;Unidad Odontológica Portátil;24/01/2020;1/02/2020 15:53;Funciona correctamente 
878;624;ESTÁNDAR;Odontología;TEXVO;Tibú;Unidad Odontológica Portátil;24/01/2020;23/06/2020 17:34;Funciona correctamente
879;624;ESTÁNDAR;Odontología;TEXVO;Tibú;Unidad Odontológica Portátil;24/01/2020;22/10/2020 13:07;Requiere:  reservorio de agua, llaves de paso (2), válvula eyector, boquilla eyector
880;624;ESTÁNDAR;Odontología;TEXVO;Tibú;Unidad Odontológica Portátil;24/01/2020;25/02/2021 16:30;Equipo debe ser enviado a laboratorio de mantenimiento . Ya que requiere arreglos mayores
881;624;ESTÁNDAR;Odontología;TEXVO;Tibú;Unidad Odontológica Portátil;24/01/2020;24/06/2021 22:44;Funciona correctamente
882;798;ESTÁNDAR;Odontología;TEXVO;Sardinata;Unidad Odontológica Portátil;28/01/2020;9/12/2020 10:55;Equipo funciona correctamente
883;798;ESTÁNDAR;Odontología;TEXVO;Sardinata;Unidad Odontológica Portátil;28/01/2020;29/04/2021 9:37;Funciona correctamente
884;799;ESTÁNDAR;Odontología;TEXVO;Sardinata;Unidad Odontológica Portátil;28/01/2020;9/12/2020 10:56;Equipo funciona correctamente
885;799;ESTÁNDAR;Odontología;TEXVO;Sardinata;Unidad Odontológica Portátil;28/01/2020;29/04/2021 9:38;Funciona correctamente
886;802;ESTÁNDAR;Odontología;TEXVO;La Gabarra;Unidad Odontológica Portátil;29/01/2020;27/01/2021 21:11;Funciona correctamente
887;802;ESTÁNDAR;Odontología;TEXVO;La Gabarra;Unidad Odontológica Portátil;29/01/2020;26/05/2021 10:52;Funciona correctamente
888;2865;ESTÁNDAR;Odontología;TEXVO;Villa Caro;Unidad Odontológica Portátil;1/03/2021;23/02/2021 16:30;Funciona correctamente
889;3057;ESTÁNDAR;Odontología;TEXVO;Santiago;Unidad Odontológica Portátil;2/03/2021;29/04/2021 11:23;Funciona correctamente 
890;3427;ESTÁNDAR;Odontología;TEXVO;Arboledas;Unidad Odontológica Portátil;22/03/2021;11/03/2021 14:22;Funciona correctamente
891;33;2000;Odontología;MILLENIUM;Las Mercedes;Amalgamador;5/06/2019;11/12/2020 20:51;Funcionando correctamente
892;33;2000;Odontología;MILLENIUM;Las Mercedes;Amalgamador;5/06/2019;28/04/2021 11:03;Funciona correctamente
893;114;2000;Odontología;MILLENIUM;Bucarasica;Amalgamador;26/06/2019;11/12/2020 6:01;Funciona correctamente
894;114;2000;Odontología;MILLENIUM;Bucarasica;Amalgamador;26/06/2019;27/04/2021 11:26;Funciona Correctamente
895;510;2000;Odontología;MILLENIUM;CUCUTILLA;Amalgamador;16/12/2019;25/08/2020 8:49;No se usa en el servicio actualmente
896;510;2000;Odontología;MILLENIUM;CUCUTILLA;Amalgamador;16/12/2019;25/03/2021 23:42;Equipo en buen estado 
897;568;2000;Odontología;MILLENIUM;SILOS;Amalgamador;16/12/2019;29/03/2021 13:30;Equipo funcionando bien 
898;568;2000;Odontología;MILLENIUM;SILOS;Amalgamador;16/12/2019;4/06/2021 12:28;Equipo funcionando correctamente 
899;3125;2000;Odontología;MILLENIUM;Lourdes;Amalgamador;2/03/2021;23/04/2021 9:47;Funciona correctamente
900;3167;2000;Odontología;MILLENIUM;Salazar;Amalgamador;2/03/2021;7/05/2021 15:04;Funciona correctamente
901;3679;2000;Odontología;MILLENIUM;La Laguna;Amalgamador;11/05/2021;11/05/2021 9:03;Equipo sin tapa protectora
902;6874;2000;Unidad 1;MILLENIUM;San Vicente De Paul Gramalote;Amalgamador;4/06/2021;23/06/2021 10:47;Funciona correctamente
903;34;EX-203;Odontología;NSK  ;Las Mercedes;Pieza de Baja Velocidad;5/06/2019;11/12/2020 15:54;Funciona correctamente
904;34;EX-203;Odontología;NSK  ;Las Mercedes;Pieza de Baja Velocidad;5/06/2019;28/04/2021 11:57;Funciona correctamente
905;117;EX-203;Odontología;NSK  ;Bucarasica;Pieza de Baja Velocidad;26/06/2019;11/12/2020 10:22;El equipo requiere cambio de filtros internos y O-rings, no se encuentra en uso.
906;117;EX-203;Odontología;NSK  ;Bucarasica;Pieza de Baja Velocidad;26/06/2019;27/04/2021 12:51;Equipo se remite a laboratorio para realizar correctivo
907;118;EX-203;Odontología;NSK  ;Bucarasica;Pieza de Baja Velocidad;26/06/2019;11/12/2020 8:16;Funciona correctamente
908;118;EX-203;Odontología;NSK  ;Bucarasica;Pieza de Baja Velocidad;26/06/2019;27/04/2021 12:45;Funciona correctamente
909;1003;EX-203;Odontología;NSK  ;Puerto Santander;Pieza de Baja Velocidad;12/02/2020;30/01/2020 13:06;Funciona correctamente 
910;1003;EX-203;Odontología;NSK  ;Puerto Santander;Pieza de Baja Velocidad;12/02/2020;29/05/2020 11:54;Funciona correctamente 
911;1003;EX-203;Odontología;NSK  ;Puerto Santander;Pieza de Baja Velocidad;12/02/2020;25/09/2020 15:23;Requiere cambio de tapa push contraangulo
912;1003;EX-203;Odontología;NSK  ;Puerto Santander;Pieza de Baja Velocidad;12/02/2020;19/01/2021 13:36;Funciona correctamente
913;1003;EX-203;Odontología;NSK  ;Puerto Santander;Pieza de Baja Velocidad;12/02/2020;21/05/2021 13:45;Funciona correctamente
914;1158;EX-203;Odontología;NSK  ;Las Mercedes;Pieza de Baja Velocidad;19/03/2020;11/12/2020 15:56;Funcionando correctamente
915;1158;EX-203;Odontología;NSK  ;Las Mercedes;Pieza de Baja Velocidad;19/03/2020;28/04/2021 11:59;El equipo se encuentra en el laboratorio de mantenimiento para realizar correctivo
916;2054;EX-203;Odontología;NSK  ;El Tarra;Pieza de Baja Velocidad;20/08/2020;17/03/2021 11:49;Equipo sin contra ángulo . Solo punta recta
917;2868;EX-203;Odontología;NSK  ;Villa Caro;Pieza de Baja Velocidad;1/03/2021;23/02/2021 16:32;Funciona correctamente
918;3424;EX-203;Odontología;NSK  ;Arboledas;Pieza de Baja Velocidad;22/03/2021;11/03/2021 14:19;Funciona correctamente
919;37;PANA-AIR;Odontología;NSK  ;Las Mercedes;Pieza de Alta Velocidad;5/06/2019;11/12/2020 15:55;Funciona correctamente
920;37;PANA-AIR;Odontología;NSK  ;Las Mercedes;Pieza de Alta Velocidad;5/06/2019;28/04/2021 12:00;El equipo se encuentra en el laboratorio de mantenimiento para realizar correctivo
921;610;PANA-AIR;Odontología;NSK  ;Las Mercedes;Pieza de Alta Velocidad;21/01/2020;11/12/2020 15:55;Funcionando correctamente
922;610;PANA-AIR;Odontología;NSK  ;Las Mercedes;Pieza de Alta Velocidad;21/01/2020;28/04/2021 11:58;Funciona correctamente
923;634;PANA-AIR;Odontología;NSK  ;Tibú;Pieza de Alta Velocidad;24/01/2020;1/02/2020 12:39;Funciona correctamente 
924;634;PANA-AIR;Odontología;NSK  ;Tibú;Pieza de Alta Velocidad;24/01/2020;23/06/2020 17:41;Equipo fuera de servicio 
"Turbina dañada""";;;;;;;;;
925;846;PANA-AIR;Odontología;NSK  ;El Tarra;Pieza de Alta Velocidad;29/01/2020;17/03/2021 12:03;Equipo requiere cambio de turbina
926;1006;PANA-AIR;Odontología;NSK  ;Puerto Santander;Pieza de Alta Velocidad;12/02/2020;30/01/2020 13:11;Rodamiento presenta desgaste
927;1006;PANA-AIR;Odontología;NSK  ;Puerto Santander;Pieza de Alta Velocidad;12/02/2020;29/05/2020 11:39;Funciona correctamente 
928;1006;PANA-AIR;Odontología;NSK  ;Puerto Santander;Pieza de Alta Velocidad;12/02/2020;25/09/2020 14:53;Funciona correctamente
929;1006;PANA-AIR;Odontología;NSK  ;Puerto Santander;Pieza de Alta Velocidad;12/02/2020;19/01/2021 13:35;Funciona correctamente
930;1006;PANA-AIR;Odontología;NSK  ;Puerto Santander;Pieza de Alta Velocidad;12/02/2020;21/05/2021 13:46;Funciona correctamente
931;1212;PANA-AIR;Odontología;NSK  ;PAMPLONITA;Pieza de Alta Velocidad;25/03/2020;25/08/2020 18:22;No se usa actualmente en el servicio
932;1212;PANA-AIR;Odontología;NSK  ;PAMPLONITA;Pieza de Alta Velocidad;25/03/2020;29/01/2021 10:39;equipo funcionando correctamente
933;1212;PANA-AIR;Odontología;NSK  ;PAMPLONITA;Pieza de Alta Velocidad;25/03/2020;29/07/2021 11:35;El equipo funciona correctamente 
934;1213;PANA-AIR;Odontología;NSK  ;PAMPLONITA;Pieza de Alta Velocidad;25/03/2020;25/08/2020 18:20;Funcionando correctamente
935;1213;PANA-AIR;Odontología;NSK  ;PAMPLONITA;Pieza de Alta Velocidad;25/03/2020;29/01/2021 10:40;equipo funcionando correctamente
936;1213;PANA-AIR;Odontología;NSK  ;PAMPLONITA;Pieza de Alta Velocidad;25/03/2020;29/07/2021 11:36;El equipo funciona correctamente 
937;1874;PANA-AIR;Odontología;NSK  ;CUCUTILLA;Pieza de Alta Velocidad;17/07/2020;25/08/2020 8:49;Funcionando correctamente
938;1874;PANA-AIR;Odontología;NSK  ;CUCUTILLA;Pieza de Alta Velocidad;17/07/2020;25/03/2021 23:44;Equipo en buen estado 
939;2123;PANA-AIR;Odontología;NSK  ;Bucarasica;Pieza de Alta Velocidad;21/09/2020;11/12/2020 8:15;Funciona Correctamente
940;2123;PANA-AIR;Odontología;NSK  ;Bucarasica;Pieza de Alta Velocidad;21/09/2020;27/04/2021 12:51;Equipo se remite al laboratorio para realizar correctivo
941;2124;PANA-AIR;Odontología;NSK  ;Bucarasica;Pieza de Alta Velocidad;21/09/2020;11/12/2020 10:33;Requiere cambio de Turbina Standard, cambio de tapa protectora de turbina, sondeo de tuberías inyernas ya que se encuentran tapadas, equipo sin funcionamiento.
942;2124;PANA-AIR;Odontología;NSK  ;Bucarasica;Pieza de Alta Velocidad;21/09/2020;27/04/2021 12:40;Funciona Correctamente, se realiza limpieza de conducto de agua.
943;2430;PANA-AIR;Odontología;NSK  ;Sardinata;Pieza de Alta Velocidad;27/10/2020;9/12/2020 10:57;Funciona correctamente
944;2869;PANA-AIR;Odontología;NSK  ;Villa Caro;Pieza de Alta Velocidad;1/03/2021;23/02/2021 16:36;Equipo requiere cambia fresa para su funcionamiento
945;2788;PANA-MAX;Odontología;NSK  ;El Tarra;Pieza de Alta Velocidad;25/02/2021;25/02/2021 16:20;Funcióna correctamente
946;2788;PANA-MAX;Odontología;NSK  ;El Tarra;Pieza de Alta Velocidad;25/02/2021;17/03/2021 11:33;Funciona correctamente
947;1214;EC;Odontología;NSK  ;PAMPLONITA;Pieza de Baja Velocidad;25/03/2020;25/08/2020 18:21;Funcionando correctamente
948;1214;EC;Odontología;NSK  ;PAMPLONITA;Pieza de Baja Velocidad;25/03/2020;29/01/2021 10:44;equipo funcionando correctamente
949;1214;EC;Odontología;NSK  ;PAMPLONITA;Pieza de Baja Velocidad;25/03/2020;29/07/2021 11:36;El equipo funciona correctamente 
950;1875;EC;Odontología;NSK  ;CUCUTILLA;Pieza de Baja Velocidad;17/07/2020;25/08/2020 8:50;Funcionando correctamente
951;1875;EC;Odontología;NSK  ;CUCUTILLA;Pieza de Baja Velocidad;17/07/2020;25/03/2021 23:44;Equipo en buen estado 
952;2663;EC;Odontología;NSK  ;La Gabarra;Pieza de Baja Velocidad;27/01/2021;27/01/2021 21:09;Requiere cambio de cabezal de contra angulo, equipo funcional
953;2663;EC;Odontología;NSK  ;La Gabarra;Pieza de Baja Velocidad;27/01/2021;26/05/2021 10:53;Requiere cambio de contra-angulo
954;3126;EC;Odontología;NSK  ;Lourdes;Pieza de Baja Velocidad;2/03/2021;23/04/2021 10:54;Equipo con cambio de dirección atascado 
955;2997;PANA MAX 2R B2;Odontología;NSK  ;Cornejo;Pieza de Alta Velocidad;2/03/2021;22/07/2021 11:36;Equipo requiere cambio de turbina
"Fuera de servicio""";;;;;;;;;
956;3341;PANA MAX 2R B2;Odontología;NSK  ;Sardinata;Pieza de Alta Velocidad;12/03/2021;29/04/2021 11:43;Funciona correctamente
957;3342;PANA MAX 2R B2;Odontología;NSK  ;Tibú;Pieza de Alta Velocidad;12/03/2021;24/06/2021 16:26;Reparación de Shunt, Prueba de funcionamiento OK 
958;3343;PANA MAX 2R B2;Odontología;NSK  ;Tibú;Pieza de Alta Velocidad;12/03/2021;24/06/2021 22:38;Funciona correctamente
959;2870;PANA AIR SB2;Odontología;NSK  ;Villa Caro;Pieza de Alta Velocidad;1/03/2021;23/02/2021 16:37;Requiere cambia fresa para su funcionamiento
960;2659;PANA AIR S;Odontología;NSK  ;La Gabarra;Pieza de Alta Velocidad;27/01/2021;27/01/2021 20:37;Se realiza cambio de turbina, lubricación y prueba de funcionamiento
961;2659;PANA AIR S;Odontología;NSK  ;La Gabarra;Pieza de Alta Velocidad;27/01/2021;26/05/2021 11:35;Requiere cambio de shut
962;2661;PANA AIR S;Odontología;NSK  ;La Gabarra;Pieza de Alta Velocidad;27/01/2021;27/01/2021 20:40;El equipo no cuenta con turbina para su funcionamiento, fuera de servicio hasta la instalación del repuesto.
963;2661;PANA AIR S;Odontología;NSK  ;La Gabarra;Pieza de Alta Velocidad;27/01/2021;26/05/2021 11:37;Equipo enviado a mantenimiento correctivo . Sin turbina
964;2662;PANA AIR S;Odontología;NSK  ;La Gabarra;Pieza de Alta Velocidad;27/01/2021;27/01/2021 20:39;Rodamientos de turbina desgastados, requiere su cambio para funcionar correctamente ya que genera un molesto ruido al trabajar.
965;2662;PANA AIR S;Odontología;NSK  ;La Gabarra;Pieza de Alta Velocidad;27/01/2021;26/05/2021 11:40;Equipo requiere cambio de turbina.  Enviada a laboratorio de mantenimiento 
966;2996;EX-203;Odontología;NSK  ;Cornejo;Pieza de Baja Velocidad;2/03/2021;22/07/2021 11:27;Funciona correctamente
967;3063;EX-203;Odontología;NSK  ;Santiago;Pieza de Baja Velocidad;2/03/2021;29/04/2021 11:36;Funciona correctamente
968;3062;PANA-MAX PLUS PSP-SU-B2;Odontología;NSK  ;Santiago;Pieza de Alta Velocidad;2/03/2021;29/04/2021 11:26;Funciona correctamente 
969;3174;PANA-MAX PLUS PSP-SU-B2;Odontología;NSK  ;Salazar;Pieza de Alta Velocidad;2/03/2021;7/05/2021 16:31;Funciona correctamente
970;3175;PANA-MAX PLUS PSP-SU-B2;Odontología;NSK  ;Salazar;Pieza de Alta Velocidad;2/03/2021;7/05/2021 16:24;Requiere cambio de rodamientos y tapa push boton
971;3423;PANA-MAX PLUS PSP-SU-B2;Odontología;NSK  ;Arboledas;Pieza de Alta Velocidad;22/03/2021;11/03/2021 14:19;Funciona correctamente
972;38;HTC-2;Odontología;LWH;Las Mercedes;Termohigrómetro;5/06/2019;11/12/2020 20:52;Funcionando correctamente
973;38;HTC-2;Odontología;LWH;Las Mercedes;Termohigrómetro;5/06/2019;28/04/2021 11:04;Funciona correctamente
974;44;HTC-2;Sala de Partos;LWH;Las Mercedes;Termohigrómetro;5/06/2019;11/12/2020 21:16;Funcional
975;44;HTC-2;Sala de Partos;LWH;Las Mercedes;Termohigrómetro;5/06/2019;28/04/2021 10:07;Funciona correctamente
976;64;HTC-2;Triage;LWH;Bucarasica;Termohigrómetro;14/06/2019;27/04/2021 8:55;Funciona correctamente
977;75;HTC-2;Toma de Muestras;LWH;Bucarasica;Termohigrómetro;18/06/2019;11/12/2020 1:17;Funciona correctamente
978;75;HTC-2;Toma de Muestras;LWH;Bucarasica;Termohigrómetro;18/06/2019;27/04/2021 13:33;Funciona Correctamente
979;100;HTC-2;Toma de Muestras;LWH;Bucarasica;Termohigrómetro;21/06/2019;11/12/2020 13:15;El equipo no se encuentra en el servicio
980;100;HTC-2;Toma de Muestras;LWH;Bucarasica;Termohigrómetro;21/06/2019;27/04/2021 13:33;Funciona Correctamente
981;401;HTC-2;Reanimación;LWH;Pamplona;Termohigrómetro;16/12/2019;14/05/2020 12:13;Equipo funcionando correctamente
982;401;HTC-2;Reanimación;LWH;Pamplona;Termohigrómetro;16/12/2019;18/08/2020 9:44;Equipo funcionando correctamente
983;401;HTC-2;Reanimación;LWH;Pamplona;Termohigrómetro;16/12/2019;23/11/2020 9:11;Equipo funcionando correctamente
984;409;HTC-2;Vacunación;LWH;Pamplona;Termohigrómetro;16/12/2019;16/06/2020 12:56;Equipo funcionando correctamente
985;409;HTC-2;Vacunación;LWH;Pamplona;Termohigrómetro;16/12/2019;21/08/2020 9:47;Equipo funcionando correctamente
986;409;HTC-2;Vacunación;LWH;Pamplona;Termohigrómetro;16/12/2019;23/11/2020 11:20;Equipo funcionando
987;800;HTC-2;Odontología;LWH;La Gabarra;Termohigrómetro;29/01/2020;27/01/2021 21:11;Funciona correctamente
988;800;HTC-2;Odontología;LWH;La Gabarra;Termohigrómetro;29/01/2020;26/05/2021 10:52;Funciona correctamente
989;857;HTC-2;Cuarto Frío;LWH;Tibú;Termohigrómetro;31/01/2020;1/02/2020 9:30;Funciona correctamente 
990;857;HTC-2;Cuarto Frío;LWH;Tibú;Termohigrómetro;31/01/2020;21/06/2020 8:59;Funciona correctamente
991;857;HTC-2;Cuarto Frío;LWH;Tibú;Termohigrómetro;31/01/2020;23/10/2020 19:03;Funciona correctamente 
992;857;HTC-2;Cuarto Frío;LWH;Tibú;Termohigrómetro;31/01/2020;26/06/2021 6:02;Funciona correctamente
993;1772;HTC-2;Laboratorio;LWH;El Tarra;Termohigrómetro;9/06/2020;17/03/2021 14:03;Funciona correctamente
994;1773;HTC-2;Odontología;LWH;El Tarra;Termohigrómetro;9/06/2020;17/03/2021 12:04;Funciona correctamente
995;2096;HTC-2;Vacunación;LWH;Las Mercedes;Termohigrómetro;10/09/2020;11/12/2020 21:20;Funcionando correctamente
996;2096;HTC-2;Vacunación;LWH;Las Mercedes;Termohigrómetro;10/09/2020;28/04/2021 10:59;Funciona correctamente
997;2097;HTC-2;Reanimación;LWH;Las Mercedes;Termohigrómetro;10/09/2020;11/12/2020 16:01;Funcionando correctamente
998;2097;HTC-2;Reanimación;LWH;Las Mercedes;Termohigrómetro;10/09/2020;28/04/2021 10:39;Funciona correctamente
999;2350;HTC-2;Laboratorio;LWH;La Gabarra;Termohigrómetro;1/10/2020;27/01/2021 23:32;Funciona correctamente
1000;2350;HTC-2;Laboratorio;LWH;La Gabarra;Termohigrómetro;1/10/2020;26/05/2021 14:40;Funciona correctamente
1001;2581;HTC-2;Laboratorio;LWH;Tibú;Termohigrómetro;25/11/2020;26/06/2021 5:54;Funciona correctamente
